"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"1","0",1,0.051,0.97,0.15,16,15,17,"A",0,TRUE
"2","0",4,0.047,0.2,0.88,26,30,21,"A",0,TRUE
"3","0",5,0.28,0.15,0.87,20,24,15,"A",0,TRUE
"4","0",6,0.34,0.22,0.38,26,16,15,"A",0.9,TRUE
"5","0",7,0.24,0.12,0.72,29,30,18,"A",0.1,TRUE
"6","0",8,0.091,0.67,0.019,19,10,16,"A",0.2,TRUE
"7","0",10,0.0076,0.77,0.7,11,16,30,"A",0,TRUE
"8","0",12,0.96,0.43,0.24,15,21,14,"A",0.9,TRUE
"9","0",15,0.28,0.69,0.15,21,14,17,"A",0.5,TRUE
"10","0",17,0.76,0.036,0.0045,16,27,22,"A",1,TRUE
"11","0",18,0.79,0.43,0.64,15,12,28,"A",0.1,TRUE
"12","0",20,0.019,0.33,0.99,21,26,19,"A",0,TRUE
"13","0",29,0.23,0.11,0.47,22,20,13,"A",0.4,TRUE
"14","0",30,0.23,0.64,0.064,24,20,22,"A",0,TRUE
"15","0",32,0.46,0.44,0.63,19,18,16,"A",0.5,TRUE
"16","0",37,0.4,0.85,0.45,22,21,30,"A",0,TRUE
"17","0",38,0.61,0.18,0.87,23,11,11,"A",0.8,TRUE
"18","0",39,0.62,0.37,0.12,17,29,14,"A",0.6,TRUE
"19","0",43,0.11,0.77,0.14,23,18,29,"A",0,TRUE
"20","0",50,0.71,0.22,0.83,17,28,15,"A",0.45,TRUE
"21","1",1,0.051,0.97,0.15,16,15,17,"A",0.1,TRUE
"22","1",4,0.047,0.2,0.88,26,30,21,"A",0.05,TRUE
"23","1",5,0.28,0.15,0.87,20,24,15,"A",0.3,TRUE
"24","1",6,0.34,0.22,0.38,26,16,15,"A",0.5,TRUE
"25","1",7,0.24,0.12,0.72,29,30,18,"A",0.55,TRUE
"26","1",8,0.091,0.67,0.019,19,10,16,"A",0.55,TRUE
"27","1",10,0.0076,0.77,0.7,11,16,30,"A",0,TRUE
"28","1",12,0.96,0.43,0.24,15,21,14,"A",0.55,TRUE
"29","1",15,0.28,0.69,0.15,21,14,17,"A",0.7,TRUE
"30","1",17,0.76,0.036,0.0045,16,27,22,"A",0.4,TRUE
"31","1",18,0.79,0.43,0.64,15,12,28,"A",0.45,TRUE
"32","1",20,0.019,0.33,0.99,21,26,19,"A",0,TRUE
"33","1",29,0.23,0.11,0.47,22,20,13,"A",0.8,TRUE
"34","1",30,0.23,0.64,0.064,24,20,22,"A",0.8,TRUE
"35","1",32,0.46,0.44,0.63,19,18,16,"A",0.65,TRUE
"36","1",37,0.4,0.85,0.45,22,21,30,"A",0,TRUE
"37","1",38,0.61,0.18,0.87,23,11,11,"A",0.55,TRUE
"38","1",39,0.62,0.37,0.12,17,29,14,"A",0.8,TRUE
"39","1",43,0.11,0.77,0.14,23,18,29,"A",0.05,TRUE
"40","1",50,0.71,0.22,0.83,17,28,15,"A",0.7,TRUE
"41","0",1,0.051,0.97,0.15,16,15,17,"B",1,TRUE
"42","0",4,0.047,0.2,0.88,26,30,21,"B",0,TRUE
"43","0",5,0.28,0.15,0.87,20,24,15,"B",0.05,TRUE
"44","0",6,0.34,0.22,0.38,26,16,15,"B",0,TRUE
"45","0",7,0.24,0.12,0.72,29,30,18,"B",0,TRUE
"46","0",8,0.091,0.67,0.019,19,10,16,"B",0.75,TRUE
"47","0",10,0.0076,0.77,0.7,11,16,30,"B",0.05,TRUE
"48","0",12,0.96,0.43,0.24,15,21,14,"B",0.1,TRUE
"49","0",15,0.28,0.69,0.15,21,14,17,"B",0.5,TRUE
"50","0",17,0.76,0.036,0.0045,16,27,22,"B",0,TRUE
"51","0",18,0.79,0.43,0.64,15,12,28,"B",0,TRUE
"52","0",20,0.019,0.33,0.99,21,26,19,"B",0,TRUE
"53","0",29,0.23,0.11,0.47,22,20,13,"B",0.05,TRUE
"54","0",30,0.23,0.64,0.064,24,20,22,"B",1,TRUE
"55","0",32,0.46,0.44,0.63,19,18,16,"B",0,TRUE
"56","0",37,0.4,0.85,0.45,22,21,30,"B",0.8,TRUE
"57","0",38,0.61,0.18,0.87,23,11,11,"B",0,TRUE
"58","0",39,0.62,0.37,0.12,17,29,14,"B",0.4,TRUE
"59","0",43,0.11,0.77,0.14,23,18,29,"B",1,TRUE
"60","0",50,0.71,0.22,0.83,17,28,15,"B",0.15,TRUE
"61","1",1,0.051,0.97,0.15,16,15,17,"B",0.75,TRUE
"62","1",4,0.047,0.2,0.88,26,30,21,"B",0.6,TRUE
"63","1",5,0.28,0.15,0.87,20,24,15,"B",0.05,TRUE
"64","1",6,0.34,0.22,0.38,26,16,15,"B",0,TRUE
"65","1",7,0.24,0.12,0.72,29,30,18,"B",0,TRUE
"66","1",8,0.091,0.67,0.019,19,10,16,"B",0.45,TRUE
"67","1",10,0.0076,0.77,0.7,11,16,30,"B",0.4,TRUE
"68","1",12,0.96,0.43,0.24,15,21,14,"B",0.45,TRUE
"69","1",15,0.28,0.69,0.15,21,14,17,"B",0.25,TRUE
"70","1",17,0.76,0.036,0.0045,16,27,22,"B",0.6,TRUE
"71","1",18,0.79,0.43,0.64,15,12,28,"B",0,TRUE
"72","1",20,0.019,0.33,0.99,21,26,19,"B",0.55,TRUE
"73","1",29,0.23,0.11,0.47,22,20,13,"B",0,TRUE
"74","1",30,0.23,0.64,0.064,24,20,22,"B",0.2,TRUE
"75","1",32,0.46,0.44,0.63,19,18,16,"B",0.1,TRUE
"76","1",37,0.4,0.85,0.45,22,21,30,"B",0.45,TRUE
"77","1",38,0.61,0.18,0.87,23,11,11,"B",0.05,TRUE
"78","1",39,0.62,0.37,0.12,17,29,14,"B",0.2,TRUE
"79","1",43,0.11,0.77,0.14,23,18,29,"B",0.35,TRUE
"80","1",50,0.71,0.22,0.83,17,28,15,"B",0,TRUE
"81","0",1,0.051,0.97,0.15,16,15,17,"C",0,TRUE
"82","0",4,0.047,0.2,0.88,26,30,21,"C",1,TRUE
"83","0",5,0.28,0.15,0.87,20,24,15,"C",0.95,TRUE
"84","0",6,0.34,0.22,0.38,26,16,15,"C",0.1,TRUE
"85","0",7,0.24,0.12,0.72,29,30,18,"C",0.9,TRUE
"86","0",8,0.091,0.67,0.019,19,10,16,"C",0.05,TRUE
"87","0",10,0.0076,0.77,0.7,11,16,30,"C",0.95,TRUE
"88","0",12,0.96,0.43,0.24,15,21,14,"C",0,TRUE
"89","0",15,0.28,0.69,0.15,21,14,17,"C",0,TRUE
"90","0",17,0.76,0.036,0.0045,16,27,22,"C",0,TRUE
"91","0",18,0.79,0.43,0.64,15,12,28,"C",0.9,TRUE
"92","0",20,0.019,0.33,0.99,21,26,19,"C",1,TRUE
"93","0",29,0.23,0.11,0.47,22,20,13,"C",0.55,TRUE
"94","0",30,0.23,0.64,0.064,24,20,22,"C",0,TRUE
"95","0",32,0.46,0.44,0.63,19,18,16,"C",0.5,TRUE
"96","0",37,0.4,0.85,0.45,22,21,30,"C",0.2,TRUE
"97","0",38,0.61,0.18,0.87,23,11,11,"C",0.2,TRUE
"98","0",39,0.62,0.37,0.12,17,29,14,"C",0,TRUE
"99","0",43,0.11,0.77,0.14,23,18,29,"C",0,TRUE
"100","0",50,0.71,0.22,0.83,17,28,15,"C",0.4,TRUE
"101","1",1,0.051,0.97,0.15,16,15,17,"C",0.15,TRUE
"102","1",4,0.047,0.2,0.88,26,30,21,"C",0.35,TRUE
"103","1",5,0.28,0.15,0.87,20,24,15,"C",0.65,TRUE
