"ppntid","probA","probB","probC","payoffA","payoffB","payoffC","calc_sd","tolerance_prob","tolerance_payoff","p_err","useord","usecalc","payoffprior_mean","payoffprior_sd","trial_id","row_id","choice","calcA","calcB","calcC","ABprob","ACprob","BCprob","ABpayoff","ACpayoff","BCpayoff"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",1,"1",10.8732041599928,10.0145384214262,10.2694239062421,">","=","<","<",">","="
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",2,"2",9.6145432659129,10.6029470162701,9.69937265395016,">","=","=","<",">","<"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",3,"1",10.5026894025011,10.263939919652,9.17907677598953,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",4,"1",10.3635138024516,10.094393452882,8.84149860305761,">","=","<",">",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",5,"2",9.8336068981595,10.1966234260784,9.28654703639623,">","=","<","<","=",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",6,"2",9.80175852719244,10.3242855210089,8.94805821537948,">","=",">","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",7,"1",9.90253115531096,9.3364495554328,8.22903423926008,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",8,"2",9.97963061356552,10.0044949717035,8.29452252468516,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",9,"2",10.2193213985553,10.3784258226463,9.42860818685736,">","=","<","<",">","<"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",10,"2",9.87488780150732,10.5536186882373,8.93029719056526,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",11,"2",9.60799058380705,10.2671204713263,9.30363603196941,">","=","<","<",">","<"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",12,"1",11.1230715900685,9.72675352885706,8.67809213961598,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",13,"1",9.97500235799437,10.0078007886682,9.02499283791257,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",14,"2",9.56498155309959,10.1088406669547,9.42617808739042,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",15,"2",9.71857981925464,10.38062776766,9.2440122223142,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",16,"2",9.30382559886902,9.48958715761759,9.84592809557936,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",17,"1",10.4340945812985,10.53402924801,8.51924521740681,">","=","<","<",">",">"
0,0.5,0.4,0.5,20,25,18,0.5,0.011,1.1,0.15,TRUE,TRUE,20,5,"wedellR",18,"1",9.86609291323252,9.85952585200162,9.19236707114623,"=",">","<","=",">",">"
