"","probA","probB","probC","payoffA","payoffB","payoffC","payoffprior_mean","payoffprior_sd","choice_both","choice_ordonly","choice_calconly"
"1",0.224629454547539,0.959852268686518,0.307104956125841,103.186733196035,96.5363730077313,99.5262211665926,99.9747147871473,4.99691582422136,"B","B","B"
"2",0.829751600977033,0.300189358182251,0.184373205760494,99.0197243053694,105.299436963367,104.097259851898,99.9747147871473,4.99691582422136,"A","B","C"
"3",0.134839985752478,0.650451158173382,0.716818637447432,97.7535372769674,103.9628493958,94.2135919262028,99.9747147871473,4.99691582422136,"C","C","C"
"4",0.50241126655601,0.161059204488993,0.970326158916578,99.3080184504092,102.596557296091,103.356540070508,99.9747147871473,4.99691582422136,"C","B","C"
"5",0.703201069030911,0.156969150993973,0.230838382616639,106.042291096912,109.497276623462,104.208070963507,99.9747147871473,4.99691582422136,"B","A","A"
"6",0.984375710599125,0.867945099249482,0.0606949224602431,102.649329806471,89.9669811123757,97.9092509265521,99.9747147871473,4.99691582422136,"A","A","B"
"7",0.343070735456422,0.386652915505692,0.0345665356144309,89.749838901475,105.500907426993,109.926258422873,99.9747147871473,4.99691582422136,"C","B","B"
"8",0.111356386682019,0.00410934444516897,0.393302091863006,102.023430805973,96.0161913345464,102.893815777673,99.9747147871473,4.99691582422136,"B","C","C"
"9",0.595905493944883,0.66235500597395,0.976090106647462,103.724306820673,99.4339432031277,108.855819168194,99.9747147871473,4.99691582422136,"C","A","C"
"10",0.41932502691634,0.96533012855798,0.867600762285292,95.7566900501648,98.631742538364,112.349495583853,99.9747147871473,4.99691582422136,"B","C","C"
"11",0.691265916451812,0.6170029330533,0.536328807240352,96.1876253116274,106.437262917413,104.795724802005,99.9747147871473,4.99691582422136,"C","C","C"
"12",0.0718137356452644,0.949676702730358,0.977875201962888,99.2513658946235,95.1403663729525,111.491717511055,99.9747147871473,4.99691582422136,"C","C","C"
"13",0.399592607282102,0.232346180360764,0.903361490229145,92.4739053082565,102.424329520121,90.3997346812392,99.9747147871473,4.99691582422136,"A","A","A"
"14",0.341187201673165,0.061172912362963,0.00376379210501909,93.3165040078947,102.157304084621,109.597603785064,99.9747147871473,4.99691582422136,"B","A","B"
"15",0.144435405964032,0.282958084950224,0.244448657846078,104.073576144984,101.242548641855,106.259462972684,99.9747147871473,4.99691582422136,"B","A","B"
"16",0.801559523679316,0.950232569361106,0.0655681388452649,95.6106155561016,100.139944319616,98.8548337164844,99.9747147871473,4.99691582422136,"A","B","A"
"17",0.385709458729252,0.574332509422675,0.169957622885704,104.972735293216,107.478597690306,107.875162594189,99.9747147871473,4.99691582422136,"A","A","A"
"18",0.532820654800162,0.00773595762439072,0.705901564098895,101.095599977263,104.841581409942,107.655293573782,99.9747147871473,4.99691582422136,"A","B","C"
"19",0.667965018888935,0.660477844066918,0.941176173975691,96.5817159101059,87.6705799346604,103.955888779345,99.9747147871473,4.99691582422136,"C","C","C"
"20",0.736031610053033,0.849963853368536,0.877574578858912,101.173010733867,102.931140674476,92.2719956439981,99.9747147871473,4.99691582422136,"A","C","B"
"21",0.593078718986362,0.757615006761625,0.513655405957252,88.3490121788646,97.7230864260942,104.691386943157,99.9747147871473,4.99691582422136,"B","B","C"
"22",0.116206698585302,0.291082861134782,0.446003414923325,102.807734819829,98.6215289909294,107.184420678538,99.9747147871473,4.99691582422136,"C","A","C"
"23",0.0697035782504827,0.326391021022573,0.27800758020021,104.518206904013,98.3472178269811,100.196779737644,99.9747147871473,4.99691582422136,"B","C","B"
"24",0.429241623030975,0.0403244511689991,0.71666133729741,90.6753610546443,102.064895935881,99.5042997338428,99.9747147871473,4.99691582422136,"C","A","A"
"25",0.761380064301193,0.393100266344845,0.471704783150926,99.6772324580236,100.175792459555,110.518396378076,99.9747147871473,4.99691582422136,"A","A","A"
"26",0.951824055751786,0.351972879609093,0.467910676728934,101.835780699235,108.471787590797,92.1988911635166,99.9747147871473,4.99691582422136,"A","A","C"
