"probA","probB","probC","payoffA","payoffB","payoffC","payoffprior_mean","payoffprior_sd"
0.5,0.5,0.5,98.5294117647059,100,101.470588235294,100,5
0.5,0.5,0.5,98.3823529411765,100,101.617647058824,100,5
0.5,0.5,0.5,98.2352941176471,100,101.764705882353,100,5
0.5,0.5,0.5,98.0882352941177,100,101.911764705882,100,5
0.5,0.5,0.5,97.9411764705882,100,102.058823529412,100,5
0.5,0.5,0.5,97.7941176470588,100,102.205882352941,100,5
0.5,0.5,0.5,97.6470588235294,100,102.352941176471,100,5
0.5,0.5,0.5,97.5,100,102.5,100,5
0.5,0.5,0.5,97.3529411764706,100,102.647058823529,100,5
0.5,0.5,0.5,97.2058823529412,100,102.794117647059,100,5
0.5,0.5,0.5,97.0588235294118,100,102.941176470588,100,5
0.5,0.5,0.5,96.9117647058823,100,103.088235294118,100,5
0.5,0.5,0.5,96.7647058823529,100,103.235294117647,100,5
0.5,0.5,0.5,96.6176470588235,100,103.382352941176,100,5
0.5,0.5,0.5,96.4705882352941,100,103.529411764706,100,5
0.5,0.5,0.5,96.3235294117647,100,103.676470588235,100,5
0.5,0.5,0.5,96.1764705882353,100,103.823529411765,100,5
0.5,0.5,0.5,96.0294117647059,100,103.970588235294,100,5
0.5,0.5,0.5,95.8823529411765,100,104.117647058824,100,5
0.5,0.5,0.5,95.7352941176471,100,104.264705882353,100,5
0.5,0.5,0.5,95.5882352941177,100,104.411764705882,100,5
0.5,0.5,0.5,95.4411764705882,100,104.558823529412,100,5
0.5,0.5,0.5,95.2941176470588,100,104.705882352941,100,5
0.5,0.5,0.5,95.1470588235294,100,104.852941176471,100,5
0.5,0.5,0.5,95,100,105,100,5
