"ppntid","calc_sd","tolerance_prob","tolerance_payoff","p_err","trialid","probA","probB","probC","payoffA","payoffB","payoffC","choice","calcA","calcB","calcC","ABprob","ACprob","BCprob","ABpayoff","ACpayoff","BCpayoff","exValA","exValB","exValC","val_chosen","best_available","agent_loss","val_randomchoice","randomChoice_loss"
0,30,0.011,1.1,0.6,1,0.414199694991112,0.186425785068423,0.0509597789496183,97.2875371386829,102.979902885937,103.446377209599,3,36.564869564326,43.7995932602323,46.1835076600712,">",">",">","<","=","=",40.2964682092789,19.1981092417808,5.27160451573998,5.27160451573998,40.2964682092789,-35.0248636935389,5.27160451573998,-35.0248636935389
0,30,0.011,1.1,0.6,2,0.899946478428319,0.0289443440269679,0.285491464659572,98.9342774036082,108.884316068414,100.078597270023,1,105.006890663451,-30.0825236762965,31.7198177724243,">","=","<","<",">","=",89.0355545452276,3.15158510342527,28.5715853156942,89.0355545452276,89.0355545452276,0,89.0355545452276,0
0,30,0.011,1.1,0.6,3,0.350838631391525,0.486298264935613,0.122004065895453,99.7743144204335,100.845133871092,99.7789800137396,1,51.5635914382029,41.8751102519444,-16.4475860957032,"<","=",">",">","=","=",35.0046839192926,49.0408136287114,12.1734412525774,35.0046839192926,49.0408136287114,-14.0361297094188,49.0408136287114,0
0,30,0.011,1.1,0.6,4,0.539974089479074,0.061680912738666,0.0955007099546492,98.582777155632,100.82584509855,106.441284389608,1,39.8464903504319,-37.2578574242605,-15.0603435929371,">",">","=","<","<","=",53.2321453329309,6.21903015332589,10.1652182276923,53.2321453329309,53.2321453329309,0,10.1652182276923,-43.0669271052386
0,30,0.011,1.1,0.6,5,0.276625066995621,0.104579015634954,0.823303501587361,98.5852815783887,104.549195756143,106.200904190016,3,-27.5178612485574,37.9479561085295,116.011951777918,"=",">","<",">","<","=",27.2711601214039,10.9336519776036,87.4355762913838,87.4355762913838,87.4355762913838,0,10.9336519776036,-76.5019243137802
0,30,0.011,1.1,0.6,6,0.439016116084531,0.774638797156513,0.194582712138072,105.259662894948,92.5890544017439,97.977400846215,2,-29.2954174518545,72.8583938782949,26.3693064426741,">",">",">","<",">","=",46.2106883845071,71.7230737316258,19.0647083848955,71.7230737316258,71.7230737316258,0,46.2106883845071,-25.5123853471187
0,30,0.011,1.1,0.6,7,0.589945742627606,0.679354985244572,0.0895213123876602,104.670480854312,96.8122825071489,100.90767692299,2,55.3142742574867,67.5688231822824,20.7852670604425,">","<",">",">",">","<",61.749904558786,65.7699067541375,9.03338766813605,65.7699067541375,65.7699067541375,0,65.7699067541375,0
0,30,0.011,1.1,0.6,8,0.0980898845009506,0.794175039976835,0.460631188936532,91.559757120676,95.6892692795012,98.1217242790082,2,50.1097640791564,108.793159541207,37.7057340415337,"<","<","<","<","<",">",8.9810860009022,75.994029255402,45.1979265151421,75.994029255402,75.994029255402,0,45.1979265151421,-30.7961027402599
0,30,0.011,1.1,0.6,9,0.2345622908324,0.746572641888633,0.531735199503601,91.0130899071373,96.8813675563541,102.178123814147,3,2.74377793104169,79.1736443583191,71.4541359269757,"=","<",">","<","<","<",21.3482388643533,72.328978526331,54.3317050512191,54.3317050512191,72.328978526331,-17.9972734751119,54.3317050512191,-17.9972734751119
0,30,0.011,1.1,0.6,10,0.0243676009122282,0.709699555765838,0.561851048376411,97.0162066374544,103.479833168506,106.744490975989,3,2.72793525167484,49.4006250351225,110.89093165405,"<","<","<",">","<","<",2.36405220535976,73.4395916304114,59.9745041632656,59.9745041632656,73.4395916304114,-13.4650874671458,73.4395916304114,0
0,30,0.011,1.1,0.6,11,0.857357687084004,0.905361641431227,0.447736162459478,105.322253734021,110.31847351126,98.8415577554253,1,107.720562800459,95.2730382139367,98.3420553934193,"<",">",">","<",">","=",90.2988438598746,99.8781142583413,44.254939760931,90.2988438598746,99.8781142583413,-9.57927039846672,44.254939760931,-55.6231744974103
0,30,0.011,1.1,0.6,12,0.654447341104969,0.299385381164029,0.436961723258719,104.447160411407,99.1436337851869,97.5716746691379,1,81.8773608091376,26.9066733899593,10.2234253363352,"<",">","<",">",">",">",68.3551664172094,29.6821545907651,42.6350871046656,68.3551664172094,68.3551664172094,0,29.6821545907651,-38.6730118264443
0,30,0.011,1.1,0.6,13,0.831196964485571,0.235228932229802,0.406119606457651,100.902586460535,98.152297609396,96.6703894379254,1,131.178023348503,49.5570681660796,54.7415073721642,">","=","=",">","=",">",83.8699235747398,23.08826016256,39.2597405146381,83.8699235747398,83.8699235747398,0,83.8699235747398,0
0,30,0.011,1.1,0.6,14,0.787218579091132,0.0990596392657608,0.717268270906061,99.7415153434431,98.929251686308,92.6463647785384,1,117.484116400989,7.89371370149403,37.1164360655188,">",">","<","<",">",">",78.5183739850616,9.79989598487733,66.4522978704344,78.5183739850616,78.5183739850616,0,9.79989598487733,-68.7184780001842
0,30,0.011,1.1,0.6,15,0.849136841017753,0.799055522074923,0.356157715199515,93.4673757238017,94.3467315948761,98.9909848983456,1,92.5755512477999,77.6825472803683,29.4411162780951,"<",">",">","<",">","<",79.3665921603283,75.3882768706063,35.2564030067445,79.3665921603283,79.3665921603283,0,79.3665921603283,0
0,30,0.011,1.1,0.6,16,0.899315318092704,0.436801966279745,0.245742778526619,96.0099375966571,103.073988165717,99.7647449447188,1,94.7991021274289,30.8099247376433,49.2500729652946,">","=",">","<",">",">",86.3432075697984,45.0229207030805,24.5164656217147,86.3432075697984,86.3432075697984,0,86.3432075697984,0
0,30,0.011,1.1,0.6,17,0.00989457336254418,0.166402569506317,0.24673445825465,97.112170045095,98.6123218626884,99.4244324522929,3,32.9638557203099,-1.78845276785771,24.8743824818161,"=","<","=",">","<","=",0.960883490907058,16.4093437429353,24.5314334783926,24.5314334783926,24.5314334783926,0,16.4093437429353,-8.12208973545721
0,30,0.011,1.1,0.6,18,0.639257629634812,0.482100365916267,0.0598793730605394,99.4711419618047,91.369133840059,103.882063458663,2,86.782925787112,92.355592327679,10.153840305997,">",">","<","<",">","<",63.5876864275712,44.0490928577448,6.22039283213988,44.0490928577448,63.5876864275712,-19.5385935698264,44.0490928577448,-19.5385935698264
