"probA","probB","probC","payoffA","payoffB","payoffC","ppntid","calc_sd","tolerance_prob","tolerance_payoff","p_err","useord","usecalc","payoffprior_mean","payoffprior_sd","choice","calcA","calcB","calcC","ABprob","ACprob","BCprob","ABpayoff","ACpayoff","BCpayoff"
0.91,0.87,0.96,16,26,13,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,2,13.9537267602109,22.8002797839996,12.1693539404481,">","<","=","<",">",">"
0.91,0.87,0.96,16,26,13,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,15.0014253212775,40.4187151511224,3.00974955503512,">","<","<","<",">",">"
0.4,0.41,0.96,30,27,24,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,3,12.4193700772244,10.8497579899385,24.7046480550421,"=","<","<",">",">",">"
0.4,0.41,0.96,30,27,24,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,3,28.8651442844974,28.4030343507572,8.19564048437538,"=","<","<",">","=",">"
0.69,0.17,0.25,12,29,19,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,10.0311577020117,5.93121254781366,2.68856321352696,">",">","<","<","<",">"
0.69,0.17,0.25,12,29,19,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,13.5848054553642,10.6958797328974,19.3246676253237,">",">","<","<","<",">"
0.85,0.06,0.32,22,24,26,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,19.6136381666064,2.91497900471169,7.36691374189969,">",">","<","<","<","<"
0.85,0.06,0.32,22,24,26,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,13.0054086226483,14.6459348192216,44.0375160275771,">",">",">","<","<","<"
0.9,0.96,0.32,27,15,30,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,23.1978376548738,15.0952480046334,8.12537006980222,"<",">",">",">","<","<"
0.9,0.96,0.32,27,15,30,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,2,-0.00079676729404099,32.6722132650341,1.3907019945274,"<",">",">",">","<","<"
0.74,0.028,0.21,12,19,27,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,7.35772362285124,0.131454175714128,6.75860604666807,">",">","<","<",">","<"
0.74,0.028,0.21,12,19,27,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,25.0427734453288,11.5086162883515,14.3494927025651,">",">","=","<","<","<"
0.74,0.27,0.45,12,27,15,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,9.68585174445094,8.01255328261135,7.8893806967093,">",">","<","<","<",">"
0.74,0.27,0.45,12,27,15,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,25.3108918791709,19.0259884423922,-3.00710416116187,">",">","<","<","<",">"
0.78,0.7,0.14,19,30,15,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,2,15.8658561330696,21.8529240724516,3.1628704660085,">",">","<","<",">",">"
0.78,0.7,0.14,19,30,15,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,1,-5.52012873964534,27.0614408099733,48.1427772202794,">",">",">","<",">",">"
0.17,0.4,0.89,28,30,25,0,1,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,3,7.51553729112485,11.9868085961579,23.1762970723545,"<","<","<",">",">",">"
0.17,0.4,0.89,28,30,25,1,20,0.01,1.1,0.1,TRUE,TRUE,21.010101010101,6.99403606571063,2,-15.5529659598897,27.7588719459133,-5.8642376067703,"<","<","<","<",">",">"
