"probA","probB","probC","payoffA","payoffB","payoffC","payoffprior_mean","payoffprior_sd","choice_both","choice_ordonly","choice_calconly","calcsd","orderror"
0.414199694991112,0.706260388018563,0.186425785068423,102.979902885937,108.178090005565,103.446377209599,100.013786099959,4.99167409636193,"B","B","A",0.1,0.1
0.899946478428319,0.584392881486565,0.0289443440269679,108.884316068414,102.833022490902,100.078597270023,100.013786099959,4.99167409636193,"A","B","A",0.1,0.1
0.350838631391525,0.51800099760294,0.486298264935613,100.845133871092,105.825134195138,99.7789800137396,100.013786099959,4.99167409636193,"B","C","C",0.1,0.1
0.539974089479074,0.611581965349615,0.061680912738666,100.82584509855,106.538111801273,106.441284389608,100.013786099959,4.99167409636193,"B","A","B",0.1,0.1
0.276625066995621,0.611390001839027,0.104579015634954,104.549195756143,95.3598594746283,106.200904190016,100.013786099959,4.99167409636193,"B","B","B",0.1,0.1
0.439016116084531,0.146415246650577,0.774638797156513,92.5890544017439,104.305659362489,97.977400846215,100.013786099959,4.99167409636193,"C","C","C",0.1,0.1
0.589945742627606,0.175127147464082,0.679354985244572,96.8122825071489,106.718543130997,100.90767692299,100.013786099959,4.99167409636193,"C","C","C",0.1,0.1
0.0980898845009506,0.954299050848931,0.794175039976835,95.6892692795012,100.49421844569,98.1217242790082,100.013786099959,4.99167409636193,"B","B","B",0.1,0.1
0.2345622908324,0.963862508069724,0.746572641888633,96.8813675563541,99.6018378408092,102.178123814147,100.013786099959,4.99167409636193,"B","B","B",0.1,0.1
0.0243676009122282,0.724665743531659,0.709699555765838,103.479833168506,99.2216801769601,106.744490975989,100.013786099959,4.99167409636193,"C","B","C",0.1,0.1
0.857357687084004,0.143562278710306,0.905361641431227,110.31847351126,100.656915053313,98.8415577554253,100.013786099959,4.99167409636193,"A","C","C",0.1,0.1
0.654447341104969,0.186885454459116,0.299385381164029,99.1436337851869,100.793384487216,97.5716746691379,100.013786099959,4.99167409636193,"A","A","A",0.1,0.1
0.831196964485571,0.428373243426904,0.235228932229802,98.152297609396,101.187691562698,96.6703894379254,100.013786099959,4.99167409636193,"A","B","A",0.1,0.1
0.787218579091132,0.520614913199097,0.0990596392657608,98.929251686308,97.126272678493,92.6463647785384,100.013786099959,4.99167409636193,"A","A","B",0.1,0.1
