"","probA","probB","probC","payoffA","payoffB","payoffC","payoffprior_mean","payoffprior_sd","choice_both","choice_ordonly","choice_calconly"
"1",0.0533426995389164,0.0118817354086786,0.658396508544683,100.715193512239,92.3547244378361,101.932316333968,99.9848012018758,5.00172730899517,"C","A","C"
"2",0.882108056917787,0.332185860723257,0.346889642998576,98.8060876875443,101.524576542854,111.73846368401,99.9848012018758,5.00172730899517,"A","A","A"
"3",0.082616527331993,0.18205770291388,0.798297351924703,102.957396063045,100.57126305389,106.761722437311,99.9848012018758,5.00172730899517,"B","C","C"
"4",0.454807959031314,0.349790564971045,0.048763892846182,102.106263566996,95.5167754864081,98.6982377189306,99.9848012018758,5.00172730899517,"A","A","C"
"5",0.61314481892623,0.759299101307988,0.450667431112379,100.027362972826,99.2919422410687,96.1725758815462,99.9848012018758,5.00172730899517,"B","A","B"
"6",0.193918864475563,0.525434232316911,0.934128202032298,99.3925077432081,100.755868587172,107.879002598939,99.9848012018758,5.00172730899517,"C","C","C"
"7",0.00971559365279973,0.752417838899419,0.121660786913708,105.058053982434,93.3612769328355,102.940720169915,99.9848012018758,5.00172730899517,"B","A","B"
"8",0.54343774379231,0.927385826129466,0.811412914423272,89.1117056039424,97.2525137324759,91.5904232129692,99.9848012018758,5.00172730899517,"B","B","B"
"9",0.422061929479241,0.0597071636002511,0.363384052645415,94.3792466571518,104.221670710203,98.5485188202809,99.9848012018758,5.00172730899517,"A","A","C"
"10",0.166553134797141,0.179515091702342,0.919364517787471,106.644256146084,105.214333012752,105.24152180731,99.9848012018758,5.00172730899517,"C","C","B"
"11",0.495496984105557,0.291383506497368,0.823240074561909,94.8121012398389,100.970381767605,95.3525760173327,99.9848012018758,5.00172730899517,"C","C","C"
"12",0.329294196562842,0.559629098279402,0.904094112571329,109.178253347902,90.6614801605102,106.095778469008,99.9848012018758,5.00172730899517,"C","B","C"
"13",0.269571983255446,0.318900037091225,0.418188432231545,93.7896652854161,102.196505630293,93.5166397444101,99.9848012018758,5.00172730899517,"C","B","B"
"14",0.0177963390015066,0.952998835593462,0.521076994715258,98.5168339136525,105.044894799304,106.172698407456,99.9848012018758,5.00172730899517,"C","B","B"
"15",0.898581916932017,0.195195394568145,0.93206691625528,88.6886396283159,97.7002205470614,101.511487639321,99.9848012018758,5.00172730899517,"C","A","C"
"16",0.82398426393047,0.411684867693111,0.560632540844381,101.794690246351,92.3557199981355,85.621268708345,99.9848012018758,5.00172730899517,"A","A","A"
"17",0.809015349019319,0.34387166867964,0.414926090277731,101.601552022262,100.038325792962,99.070078907043,99.9848012018758,5.00172730899517,"B","A","A"
"18",0.970422612503171,0.953471922548488,0.668591885594651,91.020260485138,101.126700135567,108.42123331935,99.9848012018758,5.00172730899517,"A","A","C"
"19",0.191303207771853,0.161366234533489,0.321791299618781,98.0815448236234,111.504620775199,101.591181657994,99.9848012018758,5.00172730899517,"A","C","C"
"20",0.297110306099057,0.507850162219256,0.65963498596102,103.612079527801,101.008035901991,99.8294751588316,99.9848012018758,5.00172730899517,"C","B","B"
"21",0.208718094043434,0.102767519652843,0.30802977271378,99.5028851606265,104.371593487855,101.403370170299,99.9848012018758,5.00172730899517,"C","C","B"
"22",0.00243401201441884,0.207060700282454,0.273526681819931,96.7578934953755,98.8032615442569,98.0429563133545,99.9848012018758,5.00172730899517,"C","C","A"
"23",0.509979427559301,0.620297533692792,0.766308581223711,95.3861525835709,99.6328498254949,96.0391223801158,99.9848012018758,5.00172730899517,"B","C","C"
"24",0.316729437792674,0.728169787442312,0.0855369353666901,99.8683468385273,105.070466187605,98.1578554237307,99.9848012018758,5.00172730899517,"B","B","A"
"25",0.338077827589586,0.139261731412262,0.757180570159107,95.0063687936707,100.896640879529,102.027484766487,99.9848012018758,5.00172730899517,"C","C","A"
"26",0.143441612133756,0.0936202595476061,0.612399272155017,101.164169650144,101.377571719508,100.282715095403,99.9848012018758,5.00172730899517,"A","C","B"
"27",0.694849723018706,0.0623864207882434,0.372915579238907,102.392495574189,103.506683568382,93.8552714807774,99.9848012018758,5.00172730899517,"A","A","A"
"28",0.611861404730007,0.755126237403601,0.879885644419119,104.464683944022,106.4664109219,102.058806981732,99.9848012018758,5.00172730899517,"C","B","C"
"29",0.589146022219211,0.131070570554584,0.119079520693049,99.2043547475437,105.59631812682,97.3264471490932,99.9848012018758,5.00172730899517,"A","A","C"
"30",0.301188081735745,0.295522387837991,0.742404240183532,98.3952706069766,116.868216514783,96.500832890536,99.9848012018758,5.00172730899517,"C","C","A"
"31",0.110418086173013,0.0580600516404956,0.504884255584329,101.474195419999,105.860972964393,96.7639123058428,99.9848012018758,5.00172730899517,"C","C","A"
"32",0.474692166550085,0.689590693451464,0.129722407553345,99.3266023124592,97.0062153266726,108.788764997853,99.9848012018758,5.00172730899517,"B","B","A"
"33",0.484314577654004,0.140484674135223,0.733606547350064,99.2718930664415,106.665657877928,99.18980773782,99.9848012018758,5.00172730899517,"C","C","C"
"34",0.699837462743744,0.732785942731425,0.879469141131267,90.9358317802616,101.560648179065,99.8777895520658,99.9848012018758,5.00172730899517,"A","C","C"
"35",0.0984542891383171,0.278579266276211,0.511499543208629,99.4443204191554,102.643112644536,90.2499229207825,99.9848012018758,5.00172730899517,"C","C","C"
"36",0.712150007020682,0.643779812380672,0.0775672188028693,92.5416842779343,102.133965643507,100.646839152891,99.9848012018758,5.00172730899517,"A","A","C"
"37",0.49900424759835,0.90266620926559,0.650278794346377,101.056730982606,91.1124362011227,100.947738094208,99.9848012018758,5.00172730899517,"C","C","B"
"38",0.820660723838955,0.698056468507275,0.884059360949323,99.8428289813802,97.0888506951328,103.420212850904,99.9848012018758,5.00172730899517,"C","C","A"
"39",0.45798146375455,0.943745940923691,0.141086312476546,100.273796272724,95.9268911831188,96.1718418081098,99.9848012018758,5.00172730899517,"A","B","C"
"40",0.212915008421987,0.802078563254326,0.961303644580767,103.924691668627,100.175595851072,112.188060544428,99.9848012018758,5.00172730899517,"C","C","B"
"41",0.605123036541045,0.783280045259744,0.875436436850578,93.7376184905135,99.530824045084,101.54701590732,99.9848012018758,5.00172730899517,"C","C","C"
"42",0.598663691664115,0.533391625387594,0.5722314955201,105.810309070485,98.4149063409399,103.147580305273,99.9848012018758,5.00172730899517,"A","A","B"
